Mean,Highest,Lowest,Standard Deviation
78.70446764228834,199.6199951171875,17.911785125732422,56.80897441112865
77.06019327560934,197.0,17.626785278320312,55.58173397218409
77.85667115819473,198.02000427246094,17.684999465942383,56.17186483716986
77.92072068488844,198.11000061035156,17.849285125732422,56.226768278918364
