Mean,Highest,Lowest,Standard Deviation
34.8615793459499,77.44999694824219,12.20799732208252,14.986080231077057
33.99951637093269,76.91999816894531,11.792645454406738,14.64674868439604
34.41433792834012,77.0199966430664,11.983482360839844,14.792531224624517
34.4407454534361,77.26000213623047,11.997514724731445,14.817584320892406
