Mean,Highest,Lowest,Standard Deviation
69.85755295745898,151.54649353027344,25.013999938964844,37.05859291574802
68.41212387873372,148.8990020751953,24.545499801635742,36.19911527875585
69.12841588476694,151.25,24.961999893188477,36.61365054078382
69.15313191103064,149.8385009765625,24.85300064086914,36.63303734737912
