High,Low,Open,Close
19.89392852783203,19.71500015258789,19.845714569091797,19.754642486572266
19.774999618530273,19.301071166992188,19.7450008392334,19.320714950561523
19.5285701751709,19.05714225769043,19.194643020629883,19.426071166992188
19.498571395874023,19.211429595947266,19.440000534057617,19.28714370727539
19.484285354614258,19.238929748535156,19.243213653564453,19.409286499023438
19.53071403503418,19.11964225769043,19.5285701751709,19.161428451538086
19.314285278320312,18.96821403503418,19.27964210510254,19.033571243286133
19.375,18.924285888671875,18.925357818603516,19.133214950561523
19.526071548461914,19.2021427154541,19.222143173217773,19.51392936706543
20.007143020629883,19.7021427154541,19.768571853637695,19.90571403503418
19.887500762939453,19.702856063842773,19.81785774230957,19.79464340209961
19.716785430908203,19.282142639160156,19.695714950561523,19.309642791748047
19.645357131958008,19.30071449279785,19.32107162475586,19.609643936157227
19.903213500976562,19.56464385986328,19.675357818603516,19.696786880493164
19.875,19.457500457763672,19.640714645385742,19.863571166992188
19.843570709228516,19.45535659790039,19.78571319580078,19.502500534057617
19.814285278320312,19.491071701049805,19.645357131958008,19.66071319580078
18.39285659790039,17.93107032775879,18.170000076293945,18.08928680419922
18.120357513427734,17.807857513427734,17.998214721679688,17.883928298950195
18.08928680419922,17.739286422729492,17.947856903076172,17.849285125732422
17.911785125732422,17.626785278320312,17.684999465942383,17.878570556640625
18.133214950561523,17.832143783569336,17.95035743713379,17.911785125732422
18.19499969482422,17.955713272094727,18.066070556640625,18.171070098876953
18.402856826782227,18.08035659790039,18.091428756713867,18.306785583496094
18.33928680419922,18.136070251464844,18.216428756713867,18.30392837524414
18.676071166992188,18.47785758972168,18.62071418762207,18.559999465942383
18.999643325805664,18.5,18.523571014404297,18.892499923706055
19.20535659790039,18.91071319580078,18.95035743713379,19.141429901123047
19.270000457763672,19.044286727905273,19.176786422729492,19.139999389648438
19.45892906188965,19.078571319580078,19.094999313354492,19.44392967224121
19.499286651611328,19.328929901123047,19.37392807006836,19.428213119506836
19.68535614013672,19.48607063293457,19.5,19.499643325805664
19.53178596496582,19.08392906188965,19.45535659790039,19.19178581237793
19.178571701049805,18.89285659790039,19.035356521606445,18.969642639160156
19.091785430908203,18.735713958740234,19.028213500976562,18.758928298950195
18.92571449279785,18.65785789489746,18.683929443359375,18.8410701751709
18.9132137298584,18.60714340209961,18.906429290771484,18.645000457763672
18.75,18.41428565979004,18.70035743713379,18.47678565979004
18.885000228881836,18.430356979370117,18.46928596496582,18.84535789489746
19.02678680419922,18.64714241027832,18.895713806152344,18.794286727905273
18.951786041259766,18.671785354614258,18.693571090698242,18.84857177734375
19.022857666015625,18.848928451538086,18.96428680419922,18.972856521606445
19.09821319580078,18.897499084472656,18.961429595947266,19.01285743713379
19.087142944335938,18.860713958740234,19.028213500976562,18.95535659790039
18.999286651611328,18.787500381469727,18.967500686645508,18.944286346435547
19.047500610351562,18.869285583496094,18.8700008392334,18.961429595947266
19.240713119506836,19.02107048034668,19.123214721679688,19.14607048034668
19.191070556640625,19.0,19.089643478393555,19.164642333984375
19.273571014404297,18.898571014404297,19.194286346435547,18.951786041259766
18.960357666015625,18.678571701049805,18.885356903076172,18.738929748535156
18.927499771118164,18.780357360839844,18.8464298248291,18.812143325805664
18.99892807006836,18.757143020629883,18.782142639160156,18.97857093811035
19.15142822265625,18.89285659790039,19.009286880493164,18.97357177734375
19.023929595947266,18.83392906188965,18.92464256286621,18.882143020629883
19.0625,18.797500610351562,18.997499465942383,19.031070709228516
19.303571701049805,19.109285354614258,19.229286193847656,19.256786346435547
19.491071701049805,19.27107048034668,19.33928680419922,19.46392822265625
19.60714340209961,19.2450008392334,19.518571853637695,19.277856826782227
19.33928680419922,19.11142921447754,19.286428451538086,19.19499969482422
19.24785614013672,19.08035659790039,19.2257137298584,19.17357063293457
19.31464385986328,19.140356063842773,19.258214950561523,19.169286727905273
19.352500915527344,19.17035675048828,19.205713272094727,19.344642639160156
19.40999984741211,19.295000076293945,19.37071418762207,19.376785278320312
19.375,19.20142936706543,19.335357666015625,19.24250030517578
19.28571319580078,18.94928550720215,19.278928756713867,18.99357032775879
18.96071434020996,18.63892936706543,18.85785675048828,18.695356369018555
18.790000915527344,18.524999618530273,18.756786346435547,18.694286346435547
18.94607162475586,18.643571853637695,18.665714263916016,18.940000534057617
19.00857162475586,18.684642791748047,18.952856063842773,18.695714950561523
18.672500610351562,18.46928596496582,18.53571319580078,18.5575008392334
18.648571014404297,18.471786499023438,18.639286041259766,18.63142967224121
18.6299991607666,18.26178550720215,18.581071853637695,18.498571395874023
18.6103572845459,18.36214256286621,18.501785278320312,18.53607177734375
18.84857177734375,18.542856216430664,18.571428298950195,18.74785614013672
19.0049991607666,18.71285629272461,18.762142181396484,18.97035789489746
18.993928909301758,18.803571701049805,18.868213653564453,18.989286422729492
18.968929290771484,18.730356216430664,18.895000457763672,18.741071701049805
20.35714340209961,20.026071548461914,20.293214797973633,20.27750015258789
20.428213119506836,20.141429901123047,20.161785125732422,20.426429748535156
21.27678680419922,20.448213577270508,20.457143783569336,21.217500686645508
21.28499984741211,21.05392837524414,21.204999923706055,21.15464210510254
21.408214569091797,21.064285278320312,21.165714263916016,21.074642181396484
21.242856979370117,20.941429138183594,21.14285659790039,21.124286651611328
21.2214298248291,21.061071395874023,21.155000686645508,21.163570404052734
21.46428680419922,21.071428298950195,21.07642936706543,21.46285629272461
21.586071014404297,21.22892951965332,21.492856979370117,21.22892951965332
21.331785202026367,20.9903564453125,21.258928298950195,21.15464210510254
21.22892951965332,20.94285774230957,21.008928298950195,20.999643325805664
20.9375,20.726070404052734,20.876428604125977,20.91214370727539
21.2021427154541,20.97857093811035,20.981786727905273,21.172500610351562
21.233570098876953,21.0964298248291,21.14285659790039,21.205713272094727
21.33571434020996,21.13357162475586,21.158214569091797,21.20964241027832
21.30714225769043,21.001428604125977,21.239286422729492,21.029285430908203
21.340356826782227,20.907142639160156,21.022499084472656,21.339643478393555
21.690357208251953,21.333213806152344,21.35178565979004,21.592500686645508
21.657142639160156,21.45464324951172,21.589643478393555,21.596786499023438
21.667856216430664,21.50214385986328,21.565357208251953,21.653928756713867
21.780357360839844,21.575000762939453,21.66428565979004,21.688213348388672
21.95464324951172,21.659643173217773,21.6875,21.93321418762207
22.352142333984375,21.986785888671875,21.99571418762207,22.343929290771484
